Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.2,Bid Number.2,Bidder Name.2,Value,Rank,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender ID :,Tender Ref No :,Tender Title :
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,225503.0,CHANDRA CHETRY,INR,1.0,37.0,223148.0,KULEN HAZARIKA,08-Feb-2024 07:33 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,37.0,225503.0,CHANDRA CHETRY,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,225504.0,Monuj Boro,INR,1.0,38.0,225111.0,Mahamad Ali,12-Feb-2024 08:31 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,38.0,225504.0,Monuj Boro,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,225650.0,SHYAMANTAK DEKA,INR,1.0,39.0,224086.0,MAHIRUDDIN AHMED,06-Feb-2024 03:45 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,39.0,225650.0,SHYAMANTAK DEKA,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,225651.0,SRI MADHU BARUAH,INR,1.0,40.0,226087.0,MAKUNDA DEKA,16-Feb-2024 06:34 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,40.0,225651.0,SRI MADHU BARUAH,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,225665.0,SRI MAHENDRA DEKA,INR,1.0,41.0,225430.0,MATIUR RAHMAN,14-Feb-2024 03:46 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,41.0,225665.0,SRI MAHENDRA DEKA,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,225668.0,SRI RAKESH BARUAH,INR,1.0,42.0,223549.0,MD ASHRAFUL ALAM,01-Feb-2024 01:08 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,42.0,225668.0,SRI RAKESH BARUAH,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,225675.0,RANJIT BHAGWATI,INR,1.0,43.0,222352.0,Md. Assadiqur Rahman,25-Jan-2024 02:20 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,43.0,225675.0,RANJIT BHAGWATI,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,225689.0,M/S Kalpana Construction,INR,1.0,44.0,224387.0,MD JEHERUL HAQUE,08-Feb-2024 02:36 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,44.0,225689.0,M/S Kalpana Construction,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,225690.0,BONI AMIN,INR,1.0,45.0,226138.0,MD SAHAJUL HOQUE,16-Feb-2024 09:32 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,45.0,225690.0,BONI AMIN,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,225693.0,Sri Apurba Goswami,INR,1.0,46.0,225305.0,Mohan Ranjan Borgohain,13-Feb-2024 05:52 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,46.0,225693.0,Sri Apurba Goswami,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,225696.0,Mohidul Islam,INR,1.0,47.0,225696.0,Mohidul Islam,15-Feb-2024 05:35 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,47.0,225696.0,Mohidul Islam,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,225736.0,BISWAJIT BAISHYA,INR,1.0,48.0,225485.0,MOJIBUR ROHMAN,14-Feb-2024 07:31 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,48.0,225736.0,BISWAJIT BAISHYA,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,225746.0,SAIB ALI,INR,1.0,49.0,225504.0,Monuj Boro,14-Feb-2024 11:29 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,49.0,225746.0,SAIB ALI,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,225747.0,ELIUS ALI,INR,1.0,50.0,225689.0,M/S Kalpana Construction,15-Feb-2024 05:25 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,50.0,225747.0,ELIUS ALI,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,225748.0,Kaji Muddin Hoque,INR,1.0,51.0,225101.0,M/S L.N. Enterprise (Prop. Lutfur Rahman),12-Feb-2024 08:15 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,51.0,225748.0,Kaji Muddin Hoque,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,225788.0,Ritu Das,INR,1.0,52.0,225436.0,M/S PASHA CONSTRUCTION,14-Feb-2024 04:05 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,52.0,225788.0,Ritu Das,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,225791.0,Ajit das,INR,1.0,53.0,224754.0,M/s S ENTERPRISE,14-Feb-2024 08:47 AM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,53.0,225791.0,Ajit das,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,225793.0,PRANJAN DAS,INR,1.0,54.0,224238.0,NABA KUMAR NATH,07-Feb-2024 03:59 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,54.0,225793.0,PRANJAN DAS,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,225799.0,Ratna Kumar Newar,INR,1.0,55.0,226358.0,NAZIR ALI,17-Feb-2024 02:41 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,55.0,225799.0,Ratna Kumar Newar,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,225803.0,Khomeswar Goyari,INR,1.0,56.0,226362.0,NECCON POWER & INFRA LTD,17-Feb-2024 02:43 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,56.0,225803.0,Khomeswar Goyari,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,225811.0,RAUCHAN GHATOWAR,INR,1.0,57.0,226098.0,NIP DUTTA SAHARIA,16-Feb-2024 07:12 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,57.0,225811.0,RAUCHAN GHATOWAR,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,225852.0,Sri Rohit Borah,INR,1.0,58.0,226015.0,NITUL KONCH,16-Feb-2024 04:34 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,58.0,225852.0,Sri Rohit Borah,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,225864.0,GANESH BH. CHETRY,INR,1.0,59.0,225099.0,NOBI HUSSAIN,12-Feb-2024 08:08 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,59.0,225864.0,GANESH BH. CHETRY,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,225880.0,Power Tools and Engineering,INR,1.0,60.0,226409.0,Pankaj Das,17-Feb-2024 03:32 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,60.0,225880.0,Power Tools and Engineering,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,225916.0,KRISHNA ENGINEERINGS,INR,1.0,61.0,226064.0,PHULENDDRA KUMAR SARMA,16-Feb-2024 08:11 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,61.0,225916.0,KRISHNA ENGINEERINGS,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,225920.0,ABEDUR RAHMAN,INR,1.0,62.0,225880.0,Power Tools and Engineering,16-Feb-2024 11:54 AM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,62.0,225920.0,ABEDUR RAHMAN,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,225958.0,SSK INDUSTRIES,INR,1.0,63.0,225489.0,PRANAB BORAH,14-Feb-2024 07:50 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,63.0,225958.0,SSK INDUSTRIES,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,225962.0,SRI GOBINDRA DEKA,INR,1.0,64.0,225793.0,PRANJAN DAS,15-Feb-2024 11:42 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,64.0,225962.0,SRI GOBINDRA DEKA,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,226015.0,NITUL KONCH,INR,1.0,65.0,226134.0,PRATAP BARUAH,16-Feb-2024 08:53 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,65.0,226015.0,NITUL KONCH,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,226026.0,DIPAK DEKA,INR,1.0,66.0,224618.0,RABIA BEGUM,09-Feb-2024 06:30 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,66.0,226026.0,DIPAK DEKA,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,226038.0,YOGYA PROJECTS,INR,1.0,67.0,225310.0,RAJIB HAZARIKA,13-Feb-2024 06:04 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,67.0,226038.0,YOGYA PROJECTS,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,226057.0,J & D ENTERPRISE,INR,1.0,68.0,225675.0,RANJIT BHAGWATI,15-Feb-2024 05:13 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,68.0,226057.0,J & D ENTERPRISE,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,226064.0,PHULENDDRA KUMAR SARMA,INR,1.0,69.0,225799.0,Ratna Kumar Newar,15-Feb-2024 11:56 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,69.0,226064.0,PHULENDDRA KUMAR SARMA,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,226071.0,BHUBANESWAR BARUAH,INR,1.0,70.0,225811.0,RAUCHAN GHATOWAR,16-Feb-2024 12:18 AM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,70.0,226071.0,BHUBANESWAR BARUAH,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,226081.0,ZAKIR HUSSAIN,INR,1.0,71.0,225788.0,Ritu Das,15-Feb-2024 11:32 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,71.0,226081.0,ZAKIR HUSSAIN,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,226087.0,MAKUNDA DEKA,INR,1.0,72.0,225746.0,SAIB ALI,15-Feb-2024 07:58 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,72.0,226087.0,MAKUNDA DEKA,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,226098.0,NIP DUTTA SAHARIA,INR,1.0,73.0,224784.0,SAIFUL ISLAM,11-Feb-2024 12:02 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,73.0,226098.0,NIP DUTTA SAHARIA,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,226121.0,ABOUSORIF ASHIK IKBAL,INR,1.0,74.0,224786.0,Sanjib Kumar Das,11-Feb-2024 12:16 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,74.0,226121.0,ABOUSORIF ASHIK IKBAL,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,226131.0,FARUK AHMED,INR,1.0,75.0,225650.0,SHYAMANTAK DEKA,15-Feb-2024 03:58 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,75.0,226131.0,FARUK AHMED,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,226134.0,PRATAP BARUAH,INR,1.0,76.0,225693.0,Sri Apurba Goswami,15-Feb-2024 05:29 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,76.0,226134.0,PRATAP BARUAH,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,226138.0,MD SAHAJUL HOQUE,INR,1.0,77.0,224358.0,SRI BIMAL CH DEKA,08-Feb-2024 12:02 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,77.0,226138.0,MD SAHAJUL HOQUE,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,226145.0,Jayanta Saikia,INR,1.0,78.0,225962.0,SRI GOBINDRA DEKA,16-Feb-2024 03:15 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,78.0,226145.0,Jayanta Saikia,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,226150.0,CHANDAN SAIKIA,INR,1.0,79.0,225651.0,SRI MADHU BARUAH,15-Feb-2024 03:56 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,79.0,226150.0,CHANDAN SAIKIA,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,226152.0,SRI TARUN DEKA,INR,1.0,80.0,225665.0,SRI MAHENDRA DEKA,15-Feb-2024 04:29 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,80.0,226152.0,SRI TARUN DEKA,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,226191.0,ANIL KUMAR SINGH,INR,1.0,81.0,225496.0,SRI MAHENDRA NATH BAISHYA,14-Feb-2024 09:28 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,81.0,226191.0,ANIL KUMAR SINGH,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,226234.0,ASHOK KUMAR BAJAJ,INR,1.0,82.0,226297.0,Sri Monoj Koch,17-Feb-2024 01:51 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,82.0,226234.0,ASHOK KUMAR BAJAJ,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,226273.0,GLOBAL POWER AND ENGINEERS,INR,1.0,83.0,224235.0,SRI PRAKASH KUMAR DEKA,07-Feb-2024 03:51 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,83.0,226273.0,GLOBAL POWER AND ENGINEERS,1.0,L1,,,,,,,,,
