Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender ID :,Tender Ref No :,Tender Title :
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,181876.0,International Trcators Limited,24-Apr-2023 11:45 AM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,34.0,182770.0,OSAW UDYOG PRIVATE LIMITED,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,181712.0,JAI GURUDEV INDUSTRIES,22-Apr-2023 12:16 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,35.0,182800.0,GOBIND ALLOYS LIMITED,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,183187.0,KHEDUT AGRO ENGINEERING PVT LTD,22-Apr-2023 10:00 PM,Rejected-Technical,As per DBC minutes16,29-Jul-2023 12:23 PM,,,,,,,,,,,,36.0,182810.0,RATTAN AGRO TECH,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,181601.0,KISANKRAFT LIMITED,03-Apr-2023 04:37 PM,Rejected-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,37.0,182942.0,NEW BIHAR SELAR UDYOG,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,181882.0,KRISHITEK INDUSTRIES PRIVATE LIMITED,01-Apr-2023 12:51 PM,Rejected-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,38.0,182959.0,AMAR AGRICULTURAL IMPLEMENTS WORKS,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,184006.0,K.S. AGRICULTURAL INDUSTRIES PRIVATE LIMITED,20-Apr-2023 07:30 PM,Rejected-Technical,As per DBC minutes24,29-Jul-2023 12:23 PM,,,,,,,,,,,,39.0,183200.0,M.G Industries,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,184002.0,K.S. AGROTECH PVT. LTD.,20-Apr-2023 07:36 PM,Rejected-Technical,As per DBC minutes22,29-Jul-2023 12:23 PM,,,,,,,,,,,,40.0,183927.0,BONHOEFFER MACHINES PVT LTD,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,184004.0,K.S. POWERTECH,20-Apr-2023 07:52 PM,Rejected-Technical,As per DBC minutes23,29-Jul-2023 12:23 PM,,,,,,,,,,,,41.0,183987.0,INDICON AGRO INDUSTRIES LLP,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,183977.0,LUBI INDUSTRIES LLP,20-Apr-2023 04:53 PM,Rejected-Technical,As per DBC minutes20,29-Jul-2023 12:23 PM,,,,,,,,,,,,42.0,184139.0,SIMPSON AND COMPANY LIMITED,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,184233.0,Makwel Industries,22-Apr-2023 01:58 PM,Rejected-Technical,As per DBC minutes25,29-Jul-2023 12:23 PM,,,,,,,,,,,,43.0,184140.0,VST TILLERS TRACTORS LTD,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,182452.0,MASCHIO GASPARDO INDIA PRIVATE LIMITED,11-Apr-2023 10:43 AM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,44.0,184264.0,B.K. Engineering Workshop,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,183200.0,M.G Industries,20-Apr-2023 10:55 AM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,45.0,184283.0,M/s Punjab Engineering Works,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,182137.0,MHASWADKAR AUTOLINES PVT LTD,05-Apr-2023 01:11 PM,Rejected-Technical,As per DBC minutes8,29-Jul-2023 12:23 PM,,,,,,,,,,,,46.0,184310.0,VISHWAKARMA AGRICULTURAL WORKS,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,183429.0,M. N. AGRO INDUSTRIES,17-Apr-2023 05:36 PM,Rejected-Technical,As per DBC minutes18,29-Jul-2023 12:23 PM,,,,,,,,,,,,47.0,184312.0,BANABETHI,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,181822.0,Motor & General Sales Pvt Ltd,04-Apr-2023 02:10 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,48.0,184323.0,CONRAD AGRICO LLP,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,184283.0,M/s Punjab Engineering Works,24-Apr-2023 10:34 AM,Rejected-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,49.0,184326.0,GREEN FIELD,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,182541.0,NATIONAL AGRO INDUSTRIES,08-Apr-2023 03:03 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,50.0,184482.0,SHREE RAM ELECTRIC CO,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,182942.0,NEW BIHAR SELAR UDYOG,24-Apr-2023 12:36 PM,Rejected-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,181690.0,NIPHA INDIA PVT LTD,01-Apr-2023 08:46 AM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,182770.0,OSAW UDYOG PRIVATE LIMITED,18-Apr-2023 05:28 PM,Rejected-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,182035.0,PREET AGRO INDUSTRIES PRIVATE LIMITED,10-Apr-2023 02:52 PM,Rejected-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,182153.0,PREET TRACTORS PVT LTD,23-Apr-2023 08:36 AM,Rejected-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,182318.0,PUNJAB ENGINEERS,05-Apr-2023 05:04 PM,Rejected-Technical,As per DBC minutes10,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,184286.0,RAMSONS IMPEX,23-Apr-2023 12:24 PM,Rejected-Technical,As per DBC minutes26,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,181832.0,RATNAGIRI IMPEX PRIVATE LIMITED,04-Apr-2023 11:15 AM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,182810.0,RATTAN AGRO TECH,20-Apr-2023 04:22 PM,Rejected-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,182082.0,ROYAL THRESHERS & IMPLEMENTS,05-Apr-2023 08:26 PM,Rejected-Technical,As per DBC minutes7,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,181340.0,SARDHARA ENGINE MANUFACTURERS,03-Apr-2023 12:03 PM,Rejected-Technical,As per DBC minutes2,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,181847.0,SHAKTIMAN GRIMME ROOT CROP SOLUTIONS PRIVATE LIMITED,03-Apr-2023 05:34 PM,Rejected-Technical,As per DBC minutes4,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,182199.0,SHB AGRO POWER INDIA PVT LTD,04-Apr-2023 07:04 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,184482.0,SHREE RAM ELECTRIC CO,24-Apr-2023 12:33 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,184139.0,SIMPSON AND COMPANY LIMITED,24-Apr-2023 10:38 AM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,181870.0,"SONALIKA INDUSTRIES, A UNIT OF ICML",03-Apr-2023 01:39 PM,Rejected-Technical,As per DBC minutes5,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,182037.0,SUN AGRO,03-Apr-2023 03:18 PM,Rejected-Technical,As per DBC minutes6,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,183355.0,SUPER NEW PUNJAB ENGINEERING WORKS,20-Apr-2023 05:18 PM,Rejected-Technical,As per DBC minutes17,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,182178.0,Surjeet Agriculture Industries,22-Apr-2023 02:11 PM,Rejected-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,181809.0,Tirth Agro Technology Private Limited,04-Apr-2023 09:26 AM,Rejected-Technical,As per DBC minutes3,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,184439.0,TSI Engineering Industries Pvt. Ltd.,24-Apr-2023 11:15 AM,Rejected-Technical,As per DBC minutes28,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,183518.0,UNISON ENGG INDUSTRIES,24-Apr-2023 08:41 AM,Rejected-Technical,As per DBC minutes19,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,181319.0,VARDHMAN AGENCIES,10-Apr-2023 11:41 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,181266.0,VARSHAA AGRO MACH ENGG PVT LTD,01-Apr-2023 12:50 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,182605.0,VASUNDHARA KRISHI YANTRA,08-Apr-2023 03:26 PM,Rejected-Technical,As per DBC minutes15,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,184310.0,VISHWAKARMA AGRICULTURAL WORKS,22-Apr-2023 07:57 PM,Rejected-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,181758.0,VSM INTERNATIONAL PRIVATE LIMITED,31-Mar-2023 04:51 PM,Rejected-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,184140.0,VST TILLERS TRACTORS LTD,23-Apr-2023 05:48 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023_DAASC_30052_1,A/E/4972/EM/SMAM/22-23/295,Empanelment for Manufacturers of Agricultural Machinery
