Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.2,Bid Number.2,Bidder Name.2,Value,Rank,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender ID :,Tender Ref No :,Tender Title :
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,223419.0,M/s A.N. Enterprise,INR,1.0,11.0,224642.0,Aminul Islam,09-Feb-2024 11:49 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,11.0,223419.0,M/s A.N. Enterprise,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,223440.0,Kamal Uddin,INR,1.0,12.0,225700.0,Amir Hussain,15-Feb-2024 05:52 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,12.0,223440.0,Kamal Uddin,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,223496.0,Motiur Rahman,INR,1.0,13.0,225695.0,AN Enterprise,15-Feb-2024 05:32 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,13.0,223496.0,Motiur Rahman,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,223497.0,Purnima Begum,INR,1.0,14.0,226111.0,Anjuma Begum,16-Feb-2024 07:38 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,14.0,223497.0,Purnima Begum,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,223532.0,Fakhrul Islam,INR,1.0,15.0,226135.0,ANUWAR HUSSAIN,16-Feb-2024 08:56 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,15.0,223532.0,Fakhrul Islam,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,223548.0,MD ASHRAFUL ALAM,INR,1.0,16.0,226333.0,ASMAT ALI,17-Feb-2024 02:16 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,16.0,223548.0,MD ASHRAFUL ALAM,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,223589.0,Himadri Sarkar,INR,1.0,17.0,225923.0,ATUL CH BORA,16-Feb-2024 01:00 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,17.0,223589.0,Himadri Sarkar,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,223590.0,Mridul Mandal,INR,1.0,18.0,225940.0,AZIZUL HOQUE,16-Feb-2024 01:40 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,18.0,223590.0,Mridul Mandal,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,223592.0,Pintu Chakraborty,INR,1.0,19.0,226179.0,BADIU JAHAN,17-Feb-2024 10:24 AM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,19.0,223592.0,Pintu Chakraborty,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,223593.0,BHUYAN CORPORATION,INR,1.0,20.0,225874.0,Bharat Borah,16-Feb-2024 11:45 AM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,20.0,223593.0,BHUYAN CORPORATION,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,223945.0,mojibur rahman,INR,1.0,21.0,225904.0,bhubeneswar deka,16-Feb-2024 12:32 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,21.0,223945.0,mojibur rahman,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,223955.0,Md Abdul Jabber,INR,1.0,22.0,223593.0,BHUYAN CORPORATION,01-Feb-2024 06:40 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,22.0,223955.0,Md Abdul Jabber,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,224019.0,Tapika Mandal,INR,1.0,23.0,226227.0,Biplab Majumdar,17-Feb-2024 12:00 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,23.0,224019.0,Tapika Mandal,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,224278.0,Mehdi Alom Faruki,INR,1.0,24.0,225276.0,BIRAJ KR NANDI,13-Feb-2024 03:53 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,24.0,224278.0,Mehdi Alom Faruki,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,224342.0,Contractor,INR,1.0,25.0,225917.0,Bishal Senapati,16-Feb-2024 12:48 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,25.0,224342.0,Contractor,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,224352.0,Contractor,INR,1.0,26.0,224398.0,Biswajit Sutradhar,08-Feb-2024 04:02 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,26.0,224352.0,Contractor,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,224356.0,Ponkit Das,INR,1.0,27.0,221662.0,BRAHMAPUTRA COMMERCE AND TRADE,20-Jan-2024 06:27 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,27.0,224356.0,Ponkit Das,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,224360.0,Suleman Ali,INR,1.0,28.0,226212.0,Contractor,17-Feb-2024 11:27 AM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,28.0,224360.0,Suleman Ali,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,224376.0,M/S Public Help Enterprise,INR,1.0,29.0,226105.0,Contractor,16-Feb-2024 07:28 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,29.0,224376.0,M/S Public Help Enterprise,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,224397.0,Jayanta Bordoloi,INR,1.0,30.0,225921.0,Contractor,16-Feb-2024 12:58 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,30.0,224397.0,Jayanta Bordoloi,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,224398.0,Biswajit Sutradhar,INR,1.0,31.0,225573.0,Contractor,15-Feb-2024 12:41 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,31.0,224398.0,Biswajit Sutradhar,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,224399.0,Nitul Saikia,INR,1.0,32.0,225429.0,Contractor,14-Feb-2024 03:45 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,32.0,224399.0,Nitul Saikia,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,224402.0,RAJ KISHORE BORA,INR,1.0,33.0,224352.0,Contractor,08-Feb-2024 11:33 AM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,33.0,224402.0,RAJ KISHORE BORA,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,224642.0,Aminul Islam,INR,1.0,34.0,224342.0,Contractor,08-Feb-2024 11:24 AM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,34.0,224642.0,Aminul Islam,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,224643.0,NASIR UDDIN,INR,1.0,35.0,222520.0,Contractor,27-Jan-2024 10:52 AM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,35.0,224643.0,NASIR UDDIN,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,224748.0,M/s Borah Enterprise,INR,1.0,36.0,224785.0,Deben Aryya,11-Feb-2024 12:07 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,36.0,224748.0,M/s Borah Enterprise,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,224750.0,Ranjan Hazarika,INR,1.0,37.0,226201.0,DHRITISHMAN MEDHI,17-Feb-2024 10:55 AM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,37.0,224750.0,Ranjan Hazarika,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,224781.0,IMDADUL HUSSAIN,INR,1.0,38.0,226230.0,Dildar Hussain,17-Feb-2024 12:11 PM,Accepted-AOC,Awarded,12-Jul-2024 03:41 PM,,,,,,,,,,,,,38.0,224781.0,IMDADUL HUSSAIN,1.0,L1,,,,,,,,,
