Organization Chain ,Tender Title ,Tender Ref No ,Tender ID ,Contract Date ,Contract Value ,Work Completion Period in days ,Updated By ,Updated on ,AOC document ,AOC Description ,Awarded Bidder,Awarded Value,Awarded Currency,Tender ID
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Balia Circle,PWD, Balia||Construction Division PWD Mau",Renewal of mirzajamalpur link road,112/12A Dt 12-01-2024,2024_CEUAZ_884074_1,09-Feb-2024,"INR 1,781,458.83",60,Ram Niwas Singh Yadav,09-Feb-2024 06:55 PM,mirja.pdf (190.00 KB),,M/s KUMAR CONSTRUCTION,"1,781,458.83",INR,2024_CEUAZ_884074_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Balia Circle,PWD, Balia||Construction Division PWD Mau",Renewal of hajipur pidhwal to chak jamin lilari link road,112/12A Dt 12-01-2024,2024_CEUAZ_884081_1,09-Feb-2024,"INR 1,784,747.18",60,Ram Niwas Singh Yadav,09-Feb-2024 06:50 PM,lilari.pdf (190.00 KB),,M/s KUMAR CONSTRUCTION,"1,784,747.18",INR,2024_CEUAZ_884081_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Gram Fattepur Nahar to Shivpujan Master ke Purva via Banvari Patti hokar Senpur Khiridiha Road tak Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_884260_1,24-Feb-2024,"INR 857,139.26",60,DEVENDRA kUMAR SINGH,24-Feb-2024 03:30 PM,SENPURKHIRIDIHA.pdf (477.00 KB),Financial Bid Accepted at the rate of 857139.26,DURGAWATI CONTRACTOR,"857,139.26",INR,2024_CEUAZ_884232_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Sethakauli Chauhan Basti Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883875_1,26-Feb-2024,"INR 1,185,893.66",60,Vishal Panday,26-Feb-2024 12:51 PM,SETAKAULICHAUHAN.pdf (627.00 KB),Financial Bid Accepted at the rate of 1185893.66,Shri ARUN KUMAR SINGH,"1,185,893.66",INR,2024_CEUAZ_883875_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Garaura Majhora Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883888_1,24-Feb-2024,"INR 298,870.88",60,DEVENDRA kUMAR SINGH,24-Feb-2024 04:15 AM,GARAURA.pdf (463.00 KB),Financial Bid Accepted at the rate of 298870.88,Shri ARUN KUMAR SINGH,"298,870.88",INR,2024_CEUAZ_883878_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Garaura Majhora Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883888_1,24-Feb-2024,"INR 298,870.88",60,DEVENDRA kUMAR SINGH,24-Feb-2024 04:15 PM,GARAURA.pdf (463.00 KB),Financial Bid Accepted at the rate of 298870.88,Shri ARUN KUMAR SINGH,"298,870.88",INR,2024_CEUAZ_883881_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Garaura Majhora Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883888_1,24-Feb-2024,"INR 298,870.88",60,DEVENDRA kUMAR SINGH,24-Feb-2024 04:15 PM,GARAURA.pdf (463.00 KB),Financial Bid Accepted at the rate of 298870.88,Shri ARUN KUMAR SINGH,"298,870.88",INR,2024_CEUAZ_883884_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Garaura Majhora Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883888_1,24-Feb-2024,"INR 298,870.88",60,DEVENDRA kUMAR SINGH,24-Feb-2024 04:15 PM,GARAURA.pdf (463.00 KB),Financial Bid Accepted at the rate of 298870.88,Shri ARUN KUMAR SINGH,"298,870.88",INR,2024_CEUAZ_883888_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Gram Vasti Ugarpatti Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883912_1,26-Feb-2024,"INR 2,198,859.64",60,Vishal Panday,26-Feb-2024 12:59 PM,GRAMVASTI.pdf (940.00 KB),Financial Bid Accepted at the rate of 2198859.64,Shri Rajesh Kumar Rai,"2,198,859.64",INR,2024_CEUAZ_883899_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Gram Vasti Ugarpatti Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883912_1,26-Feb-2024,"INR 2,198,859.64",60,Vishal Panday,26-Feb-2024 12:59 PM,GRAMVASTI.pdf (940.00 KB),Financial Bid Accepted at the rate of 2198859.64,Shri Rajesh Kumar Rai,"2,198,859.64",INR,2024_CEUAZ_883903_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Gram Vasti Ugarpatti Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883912_1,26-Feb-2024,"INR 2,198,859.64",60,Vishal Panday,26-Feb-2024 12:59 PM,GRAMVASTI.pdf (940.00 KB),Financial Bid Accepted at the rate of 2198859.64,Shri Rajesh Kumar Rai,"2,198,859.64",INR,2024_CEUAZ_883912_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Gaddipur Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883918_1,27-Feb-2024,"INR 757,144.76",60,DEVENDRA kUMAR SINGH,27-Feb-2024 05:50 PM,GADDIPUR.pdf (824.00 KB),Financial Bid Accepted at the rate of 757144.76,MAA DURGA ENTERPRISES,"757,144.76",INR,2024_CEUAZ_883918_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Sugauti Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883943_1,29-Feb-2024,"INR 413,281",60,DEVENDRA kUMAR SINGH,29-Feb-2024 03:48 PM,SUGAUTI.pdf (850.00 KB),Financial Bid Accepted at the rate of 413281.00,SHRI MUNNI LAL YADAV,"413,281",INR,2024_CEUAZ_883919_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Raunapar Amila to Turkauli Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883773_1,24-Feb-2024,"INR 902,407.18",60,DEVENDRA kUMAR SINGH,24-Feb-2024 03:54 PM,TURKAULI.pdf (450.00 KB),Financial Bid Accepted at the rate of 902407.18,Shri ARUN KUMAR SINGH,"902,407.18",INR,2024_CEUAZ_883773_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Ramgarh Maltari Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883778_1,29-Feb-2024,"INR 675,532.44",60,DEVENDRA kUMAR SINGH,29-Feb-2024 03:54 PM,RAMGARHMALTARI.pdf (894.00 KB),Financial Bid Accepted at the rate of 675532.44,shri shakti infra,"675,532.44",INR,2024_CEUAZ_883774_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Ramgarh Maltari Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883778_1,29-Feb-2024,"INR 675,532.44",60,DEVENDRA kUMAR SINGH,29-Feb-2024 03:54 PM,RAMGARHMALTARI.pdf (894.00 KB),Financial Bid Accepted at the rate of 675532.44,shri shakti infra,"675,532.44",INR,2024_CEUAZ_883778_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Odra Salempur Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883842_1,24-Feb-2024,"INR 682,997.88",60,DEVENDRA kUMAR SINGH,24-Feb-2024 03:49 PM,ODRASALEMPUR.pdf (464.00 KB),Financial Bid Accepted at the rate of 682997.88,Shri ARUN KUMAR SINGH,"682,997.88",INR,2024_CEUAZ_883786_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Odra Salempur Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883842_1,24-Feb-2024,"INR 682,997.88",60,DEVENDRA kUMAR SINGH,24-Feb-2024 03:49 PM,ODRASALEMPUR.pdf (464.00 KB),Financial Bid Accepted at the rate of 682997.88,Shri ARUN KUMAR SINGH,"682,997.88",INR,2024_CEUAZ_883842_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Pari Patti Link road,56/4A DATED 12/01/2024,2024_CEUAZ_883850_1,29-Feb-2024,"INR 717,366.24",60,DEVENDRA kUMAR SINGH,29-Feb-2024 03:51 PM,PARIPATTI.pdf (574.00 KB),Financial Bid Accepted at the rate of 717366.24,shri shakti infra,"717,366.24",INR,2024_CEUAZ_883850_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Raunapar to Godiyana Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883856_1,24-Feb-2024,"INR 1,099,550.57",60,DEVENDRA kUMAR SINGH,24-Feb-2024 04:03 PM,GODIYANA.pdf (442.00 KB),Financial Bid Accepted at the rate of 1099550.57,Shri ARUN KUMAR SINGH,"1,099,550.57",INR,2024_CEUAZ_883856_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Mubarakpur to Jeeyanpur Basupar Bankat Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883860_1,28-Feb-2024,"INR 334,280.28",60,DEVENDRA kUMAR SINGH,28-Feb-2024 05:13 PM,BASUPUR.pdf (325.00 KB),Financial Bid Accepted at the rate of 334280.28,CHAUDHARY ENTERPRISES,"334,280.28",INR,2024_CEUAZ_883860_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Azamgarh Jeeyanpur Pitch Road to Samundrapur Yadav Basti Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883864_1,28-Feb-2024,"INR 340,485.95",60,DEVENDRA kUMAR SINGH,28-Feb-2024 05:18 PM,SAMUNDRAPURYADAV.pdf (379.00 KB),Financial Bid Accepted at the rate of 340485.95,CHAUDHARY ENTERPRISES,"340,485.95",INR,2024_CEUAZ_883864_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Kanjara Dilsadpur km 1 to Sokhana Aima Samanaya Basti Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883870_1,28-Feb-2024,"INR 266,524.69",60,DEVENDRA kUMAR SINGH,28-Feb-2024 05:09 PM,sokhana.pdf (357.00 KB),Financial Bid Accepted at the rate of 266524.69,CHAUDHARY ENTERPRISES,"266,524.69",INR,2024_CEUAZ_883870_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,"Construction of Laborites And Library At Rajkiya Balika Inter Collage Jamaniya District Ghazipur, U.P.",604/E-NIVIDA/VARANASI-II/23-24,2024_UPRNS_891184_1,23-Feb-2024,"INR 2,890,000",180,SANJAY KUMAR SRIVASTAVA,23-Feb-2024 11:36 AM,AOC.pdf (134.00 KB),AOC,M/S HARHAR MAHADEV ENTERPRISES,"2,889,133",INR,2024_UPRNS_891184_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,"Construction of Extra Class Rooms And Library At Rajkiya Balika Inter Collage Muhammadabad District Ghazipur, U.P.",605/E-NIVIDA/VARANASI-II/23-24,2024_UPRNS_891208_1,23-Feb-2024,"INR 2,915,000",180,SANJAY KUMAR SRIVASTAVA,23-Feb-2024 11:40 AM,AOC.pdf (135.00 KB),AOC,BHAWANI AND GRAND SONS,"2,913,542.5",INR,2024_UPRNS_891208_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,"Construction of Extra Class Rooms And Library At Rajkiya Balika Inter Collage Nari Pachdevra District Ghazipur, U.P.",606/E-NIVIDA/VARANASI-II/23-24,2024_UPRNS_891224_1,23-Feb-2024,"INR 2,833,000",180,SANJAY KUMAR SRIVASTAVA,23-Feb-2024 11:56 AM,AOC.pdf (135.00 KB),AOC,M/S HARHAR MAHADEV ENTERPRISES,"2,831,583.5",INR,2024_UPRNS_891224_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,"Construction of Sport Field At Rajkiya Balika Inter Collage Jaunpur, District Jaunpur, U.P.",615/E-NIVIDA/VARANASI-II/23-24,2024_UPRNS_891328_1,23-Feb-2024,"INR 124,000",30,SANJAY KUMAR SRIVASTAVA,23-Feb-2024 12:12 PM,AOC.pdf (132.00 KB),AOC,M/S SAMARJEET SINGH,"123,900.8",INR,2024_UPRNS_891249_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,"Construction of Sport Field At Rajkiya Balika Inter Collage Jaunpur, District Jaunpur, U.P.",615/E-NIVIDA/VARANASI-II/23-24,2024_UPRNS_891328_1,23-Feb-2024,"INR 124,000",30,SANJAY KUMAR SRIVASTAVA,23-Feb-2024 12:12 PM,AOC.pdf (132.00 KB),AOC,M/S SAMARJEET SINGH,"123,900.8",INR,2024_UPRNS_891328_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,"Construction of Drinking Water System At Rajkiya Uccha Madhyamik Vidhyalaya, Paseva, District Jaunpur, U.P.",618/E-NIVIDA/VARANASI-II/23-24,2024_UPRNS_891352_1,23-Feb-2024,"INR 366,000",30,SANJAY KUMAR SRIVASTAVA,23-Feb-2024 12:18 PM,AOC.pdf (133.00 KB),AOC,M/S SAMARJEET SINGH,"365,597.4",INR,2024_UPRNS_891339_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,"Construction of Drinking Water System At Rajkiya Uccha Madhyamik Vidhyalaya, Paseva, District Jaunpur, U.P.",618/E-NIVIDA/VARANASI-II/23-24,2024_UPRNS_891352_1,23-Feb-2024,"INR 366,000",30,SANJAY KUMAR SRIVASTAVA,23-Feb-2024 12:18 PM,AOC.pdf (133.00 KB),AOC,M/S SAMARJEET SINGH,"365,597.4",INR,2024_UPRNS_891352_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,"Construction of Drinking Water System, Toilet And Extra Class Rooms At Rajkiya Uccha Madhyamik Vidhyalaya, Tiyara, District Jaunpur, U.P.",619/E-NIVIDA/VARANASI-II/23-24,2024_UPRNS_891364_1,23-Feb-2024,"INR 3,557,000",180,SANJAY KUMAR SRIVASTAVA,23-Feb-2024 12:20 PM,AOC.pdf (134.00 KB),AOC,M/S SAMARJEET SINGH,"3,553,443",INR,2024_UPRNS_891364_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,"CONSTRUCTION OF TOILET (2 NOS) FOR P.S.C. AT DISTRICT JAIL CAMPUS, DISTRICT-AGRA (U.P.)",153/E-TENDER/2023-2024,2024_UPRNS_891980_2,28-Feb-2024,"INR 767,769.6",90,NAGENDRA YADAV,29-Feb-2024 12:34 PM,AGRAJAIL-2.pdf (592.00 KB),QUOTED AMOUNT LOWER THEN OTHER BIDER,Sapna Associates,"767,769.6",INR,2024_UPRNS_891980_2
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,"Construction Of  G.G.I.C. UNDER ALANKAR YOJNA, SAIYAD RAJA DISTRICT CHANDAULI (U.P.)",831/EE/E-TENDER/2023-24,2024_UPRNS_892123_1,19-Feb-2024,"INR 1,484,000",180,SANJAY KUMAR SRIVASTAVA,19-Feb-2024 01:30 PM,AOC.pdf (130.00 KB),AOC,ARUN ENTERPRISES,"1,482,219.2",INR,2024_UPRNS_892123_1
"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad",Anti erosion work from Daraganj Tiraha to Shastri Bridge in 600m length with 2 No. Box culvert (3x2 m) and interlocking road at the right bank of river Ganga for Mahakumbh 2025.,14/SE/2023-24,2024_UPIDC_877833_12,15-Feb-2024,"INR 55,628,060.9",150,Sidhartha Kumar Singh,15-Feb-2024 03:35 PM,mithilesh_daraganj.pdf (329.00 KB),mithilesh,M/s Mithilesh Kumar,"55,628,060.9",INR,2024_UPIDC_877833_12
"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad",ANTI EROSION WORKS FROM AMITABH BACHCHAN PULIYA  TO NAGVASUKI APPROACH ROAD IN 3800.00 M LENGTH WITH 2 Nos. SINGLE BARREL and 1 No.DOUBLE BARREL BOX CULVERT SIZE ( 3.00 M X 2.00 M ) AND 8 Nos. 1.20 m HUME PIPE CULVERT AND INTERLOCKING,14/SE/2023-24,2024_UPIDC_877833_9,15-Feb-2024,"INR 128,688,196.2",180,Sidhartha Kumar Singh,15-Feb-2024 04:01 PM,pratap_amitabh.pdf (333.00 KB),pratap construction,M/S PRATAP CONSTRUCTION,"128,688,196.2",INR,2024_UPIDC_877833_3
"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad",ANTI EROSION WORKS FROM AMITABH BACHCHAN PULIYA  TO NAGVASUKI APPROACH ROAD IN 3800.00 M LENGTH WITH 2 Nos. SINGLE BARREL and 1 No.DOUBLE BARREL BOX CULVERT SIZE ( 3.00 M X 2.00 M ) AND 8 Nos. 1.20 m HUME PIPE CULVERT AND INTERLOCKING,14/SE/2023-24,2024_UPIDC_877833_9,15-Feb-2024,"INR 128,688,196.2",180,Sidhartha Kumar Singh,15-Feb-2024 04:01 PM,pratap_amitabh.pdf (333.00 KB),pratap construction,M/S PRATAP CONSTRUCTION,"128,688,196.2",INR,2024_UPIDC_877833_9
"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh",Renewal and Repair of Service Road on Left Bank of P.U.G.C. from Km. 215.200 to Km. 220.600,06/S.E/2023-24,2024_UPIDC_878328_1,14-Feb-2024,"INR 5,217,055",90,CHANDRABHAN YADAV,14-Feb-2024 03:49 PM,33.pdf (259.00 KB),AOC,M/S S K BUILDERS,"5,217,055",INR,2024_UPIDC_878084_1
"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh",Renewal and Repair of Service Road on Left Bank of P.U.G.C. from Km. 215.200 to Km. 220.600,06/S.E/2023-24,2024_UPIDC_878328_1,14-Feb-2024,"INR 5,217,055",90,CHANDRABHAN YADAV,14-Feb-2024 03:49 PM,33.pdf (259.00 KB),AOC,M/S S K BUILDERS,"5,217,055",INR,2024_UPIDC_878328_1
"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||LD-2SC, lucknow",Silt  Clearance of Samad Drain  From Km. 0.000 to km. 6.200 (Lot-3),11/EE/2023-24,2024_UPIDC_879261_10,16-Feb-2024,"INR 458,606.22",21,Mukesh Kumar Vaish,24-Feb-2024 03:51 PM,AOC03.pdf (753.00 KB),AOC,M/S MAHAJAN CONSTRUCTION AND SUPPLIER,"458,606.22",INR,2024_UPIDC_879071_1
"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||LD-2SC, lucknow",Silt  Clearance of Samad Drain  From Km. 0.000 to km. 6.200 (Lot-3),11/EE/2023-24,2024_UPIDC_879261_10,16-Feb-2024,"INR 458,606.22",21,Mukesh Kumar Vaish,24-Feb-2024 03:51 PM,AOC03.pdf (753.00 KB),AOC,M/S MAHAJAN CONSTRUCTION AND SUPPLIER,"458,606.22",INR,2024_UPIDC_879261_10
"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||LD-2SC, lucknow",Silt  Clearance of Kakendwa Drain  From Km. 2.400 to km. 6.600 (Lot-4),11/EE/2023-24,2024_UPIDC_879261_11,16-Feb-2024,"INR 189,796.5",21,Mukesh Kumar Vaish,24-Feb-2024 03:53 PM,AOC04.pdf (757.00 KB),AOC,M/S MAHAJAN CONSTRUCTION AND SUPPLIER,"189,796.5",INR,2024_UPIDC_879261_11
"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||LD-2SC, lucknow",Earthwork In Clearance of Chandauli Drain From Km. 0.000 to km. 4.400 (Lot-5),11/EE/2023-24,2024_UPIDC_879261_12,16-Feb-2024,"INR 230,350.64",21,Mukesh Kumar Vaish,24-Feb-2024 03:55 PM,AOC05.pdf (762.00 KB),AOC,M/S MAHAJAN CONSTRUCTION AND SUPPLIER,"230,350.64",INR,2024_UPIDC_879261_12
"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||LD-2SC, lucknow",Earthwork In Clearance of Unchdwar Drain From Km. 0.000 to km. 4.200 (Lot-7),11/EE/2023-24,2024_UPIDC_879261_14,08-Feb-2024,"INR 203,452.8",21,Mukesh Kumar Vaish,24-Feb-2024 03:59 PM,AOC07.pdf (732.00 KB),AOC,M/S ASHISH KUMAR,"203,452.8",INR,2024_UPIDC_879261_13
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Construction Division, PWD, Azamgarh",Patch Repair of Different Village Roads in Block Lalganj,2913/14A Date 30-12-2023,2024_CEUAZ_879840_3,24-Jan-2024,"INR 1,935,385.1",365,Shankarshan Lal,24-Jan-2024 02:47 PM,boqco.pdf (25.00 KB),Bond Acceept,Shri Suneel Kumar Srivastava,"1,935,385.1",INR,2024_CEUAZ_879840_3
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Balia Circle,PWD, Balia||Construction Division PWD Mau",SR of ambedkar gram senuraich link road,2301/12A Dt 26.12.2023,2024_CEUAZ_880970_1,06-Feb-2024,"INR 1,007,287.73",60,Ram Niwas Singh Yadav,06-Feb-2024 01:08 PM,senuraich.pdf (409.00 KB),,SONA CONTRUCTION,"1,007,287.73",INR,2024_CEUAZ_880970_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Balia Circle,PWD, Balia",Special repair work of Dubari Sonadih to Vigrahpur link road,5927/NIVIDA(CD MAU)BALLIA CIRCLE/23 DATE 23.12.23,2024_CEUAZ_881334_5,29-Feb-2024,"INR 3,439,905.42",60,Devendra Kumar Singh,29-Feb-2024 01:54 PM,533.pdf (388.00 KB),ACCEPTANCE LETTER,JYOTI SINGH,"3,439,905.42",INR,2024_CEUAZ_881334_5
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Balia Circle,PWD, Balia",Construction work of bridge and access road on Chhoti Saryu river from Mishrauli Deraghat road in Mau district,5927/NIVIDA(CD MAU)BALLIA CIRCLE/23 DATE 23.12.23,2024_CEUAZ_881334_6,22-Feb-2024,"INR 9,033,897.82",365,C.P. Gupta,22-Feb-2024 11:54 AM,711.pdf (403.00 KB),ACCEPTANCE LETTER,ARADHANA ENTERPRISES,"9,033,897.82",INR,2024_CEUAZ_881334_6
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Balia Circle,PWD, Balia",Reconstruction work of left Mirpur to Pt Bhuwalipur link road from Amila Dargah Km-10. (Including 05 years maintenance cost),5928/NIVIDA(CD MAU)BALLIA CIRCLE/23 DATE 23.12.23,2024_CEUAZ_881355_3,28-Feb-2024,"INR 4,771,090.44",180,Devendra Kumar Singh,28-Feb-2024 07:21 PM,950.pdf (396.00 KB),ACCEPTANCE LETTER,SHRI VIMALESH SINGH,"4,771,090.44",INR,2024_CEUAZ_881355_2
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Balia Circle,PWD, Balia",Reconstruction work of left Mirpur to Pt Bhuwalipur link road from Amila Dargah Km-10. (Including 05 years maintenance cost),5928/NIVIDA(CD MAU)BALLIA CIRCLE/23 DATE 23.12.23,2024_CEUAZ_881355_3,28-Feb-2024,"INR 4,771,090.44",180,Devendra Kumar Singh,28-Feb-2024 07:21 PM,950.pdf (396.00 KB),ACCEPTANCE LETTER,SHRI VIMALESH SINGH,"4,771,090.44",INR,2024_CEUAZ_881355_3
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Balia Circle,PWD, Balia||Construction Division, PWD, Balia",Sukhpura Karammar Marg,125/4A dt. 12.01.2024,2024_CEUAZ_883562_1,27-Feb-2024,"INR 2,478,725.77",90,R.K. Mishra,27-Feb-2024 07:01 PM,boqcomparativechart1.pdf (46.00 KB),,RAJNARAYAN THAKUR,"2,478,725.77",INR,2024_CEUAZ_883562_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Balia Circle,PWD, Balia||Construction Division, PWD, Balia",Suremanpur Bairia Railway Feeder Marg,125/4A dt. 12.01.2024,2024_CEUAZ_883562_2,27-Feb-2024,"INR 2,064,933.02",90,R.K. Mishra,27-Feb-2024 07:03 PM,boqcomparativechart2.pdf (46.00 KB),,RAJNARAYAN THAKUR,"2,064,933.02",INR,2024_CEUAZ_883562_2
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Chhihi Link Road to Turkauli (Kursauli) Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883770_1,24-Feb-2024,"INR 1,043,312",60,DEVENDRA kUMAR SINGH,24-Feb-2024 01:36 PM,KARSAULI.pdf (909.00 KB),Financial Bid Accepted at the rate of 1043312.00,TrithRaj Yadav Contractor,"1,043,312",INR,2024_CEUAZ_883770_1
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh||Provincial Division, PWD, Azamgarh",Renewal of Sapaha Pathak Link Road,56/4A DATED 12/01/2024,2024_CEUAZ_883772_1,24-Feb-2024,"INR 820,063.1",60,DEVENDRA kUMAR SINGH,24-Feb-2024 03:59 PM,SAPAHAPATHAK.pdf (461.00 KB),Financial Bid Accepted at the rate of 820063.10,Shri ARUN KUMAR SINGH,"820,063.1",INR,2024_CEUAZ_883772_1
